meta_iter,meta_batch_size,inner_steps,inner_lr,meta_lr,delta_norm,inner_loss_mean,inner_makespan_mean,val_makespan,best_val_makespan,saved_best,duration_sec
1,16,3,0.0002,0.002,0.008448791784309897,44080457.27176082,1556.9375,,,0,181.564
2,16,3,0.0002,0.002,0.009369075410763416,31901219.787004434,1514.3125,5842.72,5842.72,1,359.709
1,1,3,0.0002,0.002,0.0010709317841847616,23010217.47885592,1456.0,3924.76,3924.76,1,192.558
1,32,1,0.0001,0.001,0.002908564137901287,0.36002323124557734,1539.09375,,,0,114.018
1,32,1,0.0001,0.001,0.02114546064069638,1299.4411656411996,1555.15625,,,0,126.687
1,32,1,0.0001,0.001,0.018712822850205136,1925.2799839232466,1496.125,,,0,136.862
2,32,1,0.0001,0.001,0.019265891976489122,1922.1464458345436,1527.3125,,,0,135.833
3,32,1,0.0001,0.001,0.01919711869645807,1688.3964863651927,1547.875,,,0,135.785
4,32,1,0.0001,0.001,0.01827602065654363,1816.7854761516937,1540.625,,,0,137.037
1,16,1,0.0001,0.001,0.004067153924949615,1.430528001349034,1535.0,4085.16,4085.16,1,247.55
1,16,1,0.0001,0.001,0.00445601224783133,2.2828799851856867,2595.75,2289.9,2289.9,1,1635.677
1,16,1,0.0001,0.001,0.0047904023542933724,2.368286435742251,2775.4375,2336.0,2336.0,1,1626.419
1,16,1,0.0001,0.001,0.004499266073241041,2.2264437297026918,2519.1875,,,0,69.253
2,16,1,0.0001,0.001,0.004512747177182463,2.272798498331624,2642.375,,,0,68.737
3,16,1,0.0001,0.001,0.004547562454120372,2.299676319662008,2579.875,,,0,68.776
4,16,1,0.0001,0.001,0.004668267812646805,2.3636739231371653,2640.5,,,0,68.545
5,16,1,0.0001,0.001,0.004725760542700521,2.338547468677195,2677.0,,,0,68.619
6,16,1,0.0001,0.001,0.0048711829380984235,2.300785956333706,2575.5,,,0,68.773
7,16,1,0.0001,0.001,0.004790380789283809,2.379885120844276,2601.5625,,,0,68.892
8,16,1,0.0001,0.001,0.004755631910299015,2.143051253855423,2588.75,,,0,68.671
9,16,1,0.0001,0.001,0.004488780211626212,2.3694621221596206,2679.0625,,,0,68.607
10,16,1,0.0001,0.001,0.0046594585903968295,2.0649680053951145,2541.25,2317.66,2317.66,1,1615.625
11,16,1,0.0001,0.001,0.004621782761031825,2.175503283610328,2604.8125,,2317.66,0,68.347
12,16,1,0.0001,0.001,0.004460657621325101,2.1881105306262616,2546.125,,2317.66,0,68.59
13,16,1,0.0001,0.001,0.004776866072312271,2.225099750850744,2567.8125,,2317.66,0,68.408
14,16,1,0.0001,0.001,0.004854365830268772,2.401399620847817,2583.0,,2317.66,0,68.541
15,16,1,0.0001,0.001,0.0049234913803551765,2.4331738706497448,2780.5,,2317.66,0,68.648
16,16,1,0.0001,0.001,0.004371178128057443,2.126457833280614,2544.5,,2317.66,0,68.824
17,16,1,0.0001,0.001,0.004866090058615201,2.4271365786923362,2633.4375,,2317.66,0,68.766
18,16,1,0.0001,0.001,0.004815681345444811,2.3535755539773158,2619.9375,,2317.66,0,68.725
19,16,1,0.0001,0.001,0.004568124177352743,2.362555847908905,2632.8125,,2317.66,0,68.761
20,16,1,0.0001,0.001,0.004674732623053,2.2447541351530464,2682.0,2303.5,2303.5,1,1613.928
21,16,1,0.0001,0.001,0.0046979619912759455,2.2287679785198904,2669.0,,2303.5,0,68.506
22,16,1,0.0001,0.001,0.004740921892579909,2.234476959509406,2669.8125,,2303.5,0,68.205
23,16,1,0.0001,0.001,0.004867289079840616,2.2812147569083114,2693.3125,,2303.5,0,68.193
24,16,1,0.0001,0.001,0.004446396571862592,2.1826342788590205,2557.3125,,2303.5,0,68.187
25,16,1,0.0001,0.001,0.0047201350584818915,2.2518980521038605,2553.0,,2303.5,0,68.282
26,16,1,0.0001,0.001,0.0043905580870358995,2.341804511030498,2807.1875,,2303.5,0,68.34
27,16,1,0.0001,0.001,0.004731612945658255,2.0031952016450574,2517.125,,2303.5,0,67.994
28,16,1,0.0001,0.001,0.004748556648817234,2.2878863719507803,2586.5,,2303.5,0,67.802
29,16,1,0.0001,0.001,0.004483521876907875,2.407410631635302,2641.75,,2303.5,0,67.756
30,16,1,0.0001,0.001,0.004508423055566249,2.2673699463806494,2617.8125,2299.9,2299.9,1,1610.211
31,16,1,0.0001,0.001,0.0050536510205628615,2.2532772560514527,2625.125,,2299.9,0,69.168
32,16,1,0.0001,0.001,0.00481704519582874,2.3209384635705255,2491.1875,,2299.9,0,69.129
33,16,1,0.0001,0.001,0.0044484300736691955,2.318457222755603,2665.8125,,2299.9,0,68.009
34,16,1,0.0001,0.001,0.004938881936160476,2.3067226939925853,2674.375,,2299.9,0,68.012
35,16,1,0.0001,0.001,0.00478978533655992,2.22041749616193,2624.75,,2299.9,0,67.845
36,16,1,0.0001,0.001,0.004771525034689923,2.155431670297161,2666.9375,,2299.9,0,67.998
37,16,1,0.0001,0.001,0.004387907320820071,2.3397155853478826,2665.4375,,2299.9,0,68.298
38,16,1,0.0001,0.001,0.004554704020098775,2.2892403359812863,2585.875,,2299.9,0,68.565
39,16,1,0.0001,0.001,0.00492999666223762,2.224738227047158,2579.4375,,2299.9,0,68.528
40,16,1,0.0001,0.001,0.004773253169184041,2.223419707824983,2675.375,2312.84,2299.9,0,1613.222
41,16,1,0.0001,0.001,0.004449464441130441,2.252647078039977,2612.3125,,2299.9,0,68.422
42,16,1,0.0001,0.001,0.004467681893303891,2.0729337891199724,2648.25,,2299.9,0,68.31
43,16,1,0.0001,0.001,0.004698548623844219,2.28451931648136,2557.1875,,2299.9,0,68.353
44,16,1,0.0001,0.001,0.0048462387100015525,2.421269806704127,2627.6875,,2299.9,0,68.407
45,16,1,0.0001,0.001,0.004425484006755689,2.1643385821927343,2570.5625,,2299.9,0,68.417
46,16,1,0.0001,0.001,0.004681223316276998,2.3142856532685503,2665.0625,,2299.9,0,68.731
47,16,1,0.0001,0.001,0.0045804743600493655,2.3820278113421036,2639.75,,2299.9,0,68.808
48,16,1,0.0001,0.001,0.004477973468790315,2.294341418789118,2666.5625,,2299.9,0,68.749
49,16,1,0.0001,0.001,0.004534239449000547,2.286404421472521,2650.9375,,2299.9,0,68.762
50,16,1,0.0001,0.001,0.004687225045896027,2.374335871432245,2558.875,2282.66,2282.66,1,1612.324
51,16,1,0.0001,0.001,0.00459478039679411,2.224411030989428,2577.5625,,2282.66,0,68.245
52,16,1,0.0001,0.001,0.004680787631990883,2.2557620000640903,2642.875,,2282.66,0,68.171
53,16,1,0.0001,0.001,0.004592929001583863,2.2078453215312366,2568.875,,2282.66,0,68.186
54,16,1,0.0001,0.001,0.004476417421334716,2.240411603907599,2700.875,,2282.66,0,68.201
55,16,1,0.0001,0.001,0.004374148802640343,2.176412294139035,2672.3125,,2282.66,0,68.229
56,16,1,0.0001,0.001,0.004689347707483037,2.165232652295772,2583.3125,,2282.66,0,68.218
57,16,1,0.0001,0.001,0.00438986639324378,2.234096528301708,2760.25,,2282.66,0,68.189
58,16,1,0.0001,0.001,0.0046934777166631894,2.1993341821227856,2584.5,,2282.66,0,68.251
59,16,1,0.0001,0.001,0.004703014928294531,2.2300827926926874,2658.1875,,2282.66,0,68.127
60,16,1,0.0001,0.001,0.004696668347934749,2.281926653207675,2516.5,2308.48,2282.66,0,1608.556
61,16,1,0.0001,0.001,0.004432371277752382,2.221731441211599,2632.5625,,2282.66,0,68.285
62,16,1,0.0001,0.001,0.00473110106024779,2.2976263930479037,2659.625,,2282.66,0,68.191
63,16,1,0.0001,0.001,0.004924317405753095,2.289985848266183,2587.1875,,2282.66,0,68.254
64,16,1,0.0001,0.001,0.004683680151920079,2.2126028775020457,2632.25,,2282.66,0,68.206
65,16,1,0.0001,0.001,0.004635081566111998,2.2049053975329143,2708.6875,,2282.66,0,68.305
66,16,1,0.0001,0.001,0.004681796415774872,2.3041958658321486,2638.3125,,2282.66,0,68.209
67,16,1,0.0001,0.001,0.004695518454189084,2.2350976297319063,2640.6875,,2282.66,0,68.221
68,16,1,0.0001,0.001,0.004722627951744069,2.3608206142085124,2658.5625,,2282.66,0,68.26
69,16,1,0.0001,0.001,0.004627932789397504,2.3444503565383847,2690.125,,2282.66,0,68.276
70,16,1,0.0001,0.001,0.004362060482687747,2.3259788632918568,2685.75,2257.88,2257.88,1,1607.578
71,16,1,0.0001,0.001,0.004489487656944162,2.1249302899212963,2584.6875,,2257.88,0,68.233
72,16,1,0.0001,0.001,0.004428849815017297,2.1058992964911263,2528.9375,,2257.88,0,68.089
73,16,1,0.0001,0.001,0.004730506559146505,2.1080584139842613,2550.9375,,2257.88,0,68.068
74,16,1,0.0001,0.001,0.0044322913075078765,2.340157005009459,2614.4375,,2257.88,0,68.03
75,16,1,0.0001,0.001,0.004581465093454265,2.0915685518377023,2526.8125,,2257.88,0,68.084
76,16,1,0.0001,0.001,0.004433788663968981,2.319090131220134,2618.375,,2257.88,0,68.289
77,16,1,0.0001,0.001,0.004421389038419938,2.2830225326832387,2567.8125,,2257.88,0,68.141
78,16,1,0.0001,0.001,0.004707733448842594,2.3197615932739493,2585.5,,2257.88,0,68.153
79,16,1,0.0001,0.001,0.00473077521037008,2.191484350516097,2679.375,,2257.88,0,68.036
80,16,1,0.0001,0.001,0.004680720469304309,2.29351714442101,2648.375,2319.24,2257.88,0,1606.3
81,16,1,0.0001,0.001,0.004472283854992194,2.377842444316663,2718.1875,,2257.88,0,68.366
82,16,1,0.0001,0.001,0.004469757976698008,2.2693237139525912,2605.9375,,2257.88,0,68.506
83,16,1,0.0001,0.001,0.004684443818110005,2.220083125512398,2640.6875,,2257.88,0,68.51
84,16,1,0.0001,0.001,0.004710652465764706,2.161194276050337,2580.6875,,2257.88,0,68.305
85,16,1,0.0001,0.001,0.004593204754293399,2.3074605973175184,2734.5625,,2257.88,0,67.867
86,16,1,0.0001,0.001,0.004481542544815503,2.0965401471749208,2546.875,,2257.88,0,68.394
87,16,1,0.0001,0.001,0.0048118145783879445,2.2732675333530885,2530.9375,,2257.88,0,69.017
88,16,1,0.0001,0.001,0.004887321595117431,2.2192288053080618,2578.25,,2257.88,0,69.009
89,16,1,0.0001,0.001,0.004729979492733432,2.261191124505162,2651.4375,,2257.88,0,69.032
90,16,1,0.0001,0.001,0.004572184635717836,2.279805851385131,2683.875,2312.14,2257.88,0,1611.033
91,16,1,0.0001,0.001,0.004712727960455158,2.150209367382573,2529.375,,2257.88,0,67.95
92,16,1,0.0001,0.001,0.004506409886650651,2.259529845924765,2604.4375,,2257.88,0,67.967
93,16,1,0.0001,0.001,0.004625467743203833,2.2117428717932204,2685.0625,,2257.88,0,67.929
94,16,1,0.0001,0.001,0.00472730857767608,2.212317426200275,2633.25,,2257.88,0,68.641
95,16,1,0.0001,0.001,0.004714460479347898,2.258917998359307,2595.125,,2257.88,0,68.076
96,16,1,0.0001,0.001,0.004469028083457747,2.295989407946914,2580.4375,,2257.88,0,67.762
97,16,1,0.0001,0.001,0.004540622501777851,2.1276082787807544,2643.125,,2257.88,0,67.817
98,16,1,0.0001,0.001,0.004409577091612134,2.21947265744781,2599.25,,2257.88,0,68.643
99,16,1,0.0001,0.001,0.0045113628742758745,2.3058443162917,2710.3125,,2257.88,0,67.95
100,16,1,0.0001,0.001,0.004548187823451928,2.156479536888906,2619.5,2297.12,2257.88,0,1602.206
1,16,1,0.0001,0.001,0.004575675605579182,2.0990539433537942,2728.625,,,0,107.64
1,16,1,0.0001,0.001,0.004777383390963599,2.081326128834116,2523.375,,,0,106.249
2,16,1,0.0001,0.001,0.004459147776808607,1.9650436214531148,2665.75,,,0,105.677
3,16,1,0.0001,0.001,0.004567120397879736,1.8216607087384389,2625.0,,,0,105.498
4,16,1,0.0001,0.001,0.004498127571306716,1.9484564090683099,2624.8125,,,0,106.227
5,16,1,0.0001,0.001,0.004513553975881611,1.986039607687661,2702.375,,,0,106.182
6,16,1,0.0001,0.001,0.004752841824811492,1.7693006781782246,2588.6875,,,0,106.165
7,16,1,0.0001,0.001,0.004420320618225464,1.7561331692374589,2572.1875,,,0,106.104
8,16,1,0.0001,0.001,0.0048568181021975115,1.8850238997409612,2625.1875,,,0,106.077
9,16,1,0.0001,0.001,0.004563771425651295,1.9675022301291882,2580.25,,,0,106.157
10,16,1,0.0001,0.001,0.004469967841524652,1.8479433820128217,2474.5625,2291.18,2291.18,1,2811.92
11,16,1,0.0001,0.001,0.004494679366678397,1.876438944427013,2693.25,,2291.18,0,105.713
12,16,1,0.0001,0.001,0.004615524870767171,1.9252674126133569,2589.9375,,2291.18,0,105.15
13,16,1,0.0001,0.001,0.004415284985887209,1.9466116970810365,2603.3125,,2291.18,0,105.528
14,16,1,0.0001,0.001,0.004625822076656805,1.9504134313892274,2642.8125,,2291.18,0,105.466
15,16,1,0.0001,0.001,0.0044145399718990815,1.9406147613580096,2589.375,,2291.18,0,105.364
16,16,1,0.0001,0.001,0.004500671846788848,1.8357527723539853,2555.5,,2291.18,0,104.981
17,16,1,0.0001,0.001,0.004578571696419223,1.836651398298793,2570.0,,2291.18,0,104.941
18,16,1,0.0001,0.001,0.004522238128505206,1.8702803455092067,2489.875,,2291.18,0,106.157
19,16,1,0.0001,0.001,0.0046434284031370305,1.874918059816136,2568.3125,,2291.18,0,106.636
20,16,1,0.0001,0.001,0.004580981497195201,1.7851067052110663,2629.0625,2318.64,2291.18,0,2809.095
21,16,1,0.0001,0.001,0.004545122652437219,1.9207210730059479,2506.8125,,2291.18,0,105.786
22,16,1,0.0001,0.001,0.004787121977099504,1.9611614549681327,2783.3125,,2291.18,0,105.457
23,16,1,0.0001,0.001,0.004679649680986341,1.9364788632640342,2635.125,,2291.18,0,105.425
24,16,1,0.0001,0.001,0.00441066085736259,1.84931738844383,2624.5,,2291.18,0,105.451
25,16,1,0.0001,0.001,0.004427890057405629,1.964154679381409,2626.4375,,2291.18,0,105.443
26,16,1,0.0001,0.001,0.004556223534706235,1.9304155875908837,2568.0625,,2291.18,0,105.699
27,16,1,0.0001,0.001,0.004761085828804915,1.974736027701209,2570.0625,,2291.18,0,105.984
28,16,1,0.0001,0.001,0.004518794035459578,1.845585310456212,2554.9375,,2291.18,0,106.008
29,16,1,0.0001,0.001,0.00449482452733747,1.995586261699237,2641.1875,,2291.18,0,105.996
30,16,1,0.0001,0.001,0.0043421749136249585,2.1298744012843187,2666.125,2294.9,2291.18,0,2814.653
31,16,1,0.0001,0.001,0.004538417851714421,1.9764244348402578,2621.875,,2291.18,0,105.487
32,16,1,0.0001,0.001,0.004447085257121147,1.8341593612831268,2631.3125,,2291.18,0,105.596
33,16,1,0.0001,0.001,0.004671574889953122,2.05174581579103,2673.5,,2291.18,0,105.689
34,16,1,0.0001,0.001,0.004732585430773634,2.0634170098219786,2611.4375,,2291.18,0,105.707
35,16,1,0.0001,0.001,0.004516901558142481,1.8897765969211582,2564.25,,2291.18,0,105.726
36,16,1,0.0001,0.001,0.0045240986933811934,1.9372160796438795,2614.1875,,2291.18,0,105.791
37,16,1,0.0001,0.001,0.004526984026749111,2.052384001671124,2686.5625,,2291.18,0,105.691
38,16,1,0.0001,0.001,0.004862014974246769,1.881576294278036,2683.0625,,2291.18,0,105.551
39,16,1,0.0001,0.001,0.004527105107426646,2.015022111702089,2575.375,,2291.18,0,105.53
40,16,1,0.0001,0.001,0.004504560528329606,1.8485629395067602,2617.6875,2295.0,2291.18,0,2807.196
41,16,1,0.0001,0.001,0.0045720398631332445,1.989282126369732,2626.0625,,2291.18,0,106.59
42,16,1,0.0001,0.001,0.004501703868835834,1.9640851951531262,2650.875,,2291.18,0,106.254
43,16,1,0.0001,0.001,0.0046898559102914635,1.717059819952755,2572.9375,,2291.18,0,106.376
44,16,1,0.0001,0.001,0.004434160071822297,1.8907975739130816,2527.8125,,2291.18,0,106.557
45,16,1,0.0001,0.001,0.004528846891367599,1.9696761923644515,2655.0625,,2291.18,0,106.573
46,16,1,0.0001,0.001,0.0048460582607329425,1.8820861480282425,2544.125,,2291.18,0,106.175
47,16,1,0.0001,0.001,0.004338655758144436,2.052245366096693,2572.4375,,2291.18,0,105.206
48,16,1,0.0001,0.001,0.0044881632478873425,2.165734362514497,2775.0625,,2291.18,0,105.86
49,16,1,0.0001,0.001,0.004710026566479776,2.0139046529444022,2563.0,,2291.18,0,106.309
50,16,1,0.0001,0.001,0.004477403361851121,1.9128472951135693,2642.25,2296.04,2291.18,0,2807.476
51,16,1,0.0001,0.001,0.004884954483513789,2.1514922771488787,2652.25,,2291.18,0,105.738
52,16,1,0.0001,0.001,0.00461133485035819,1.954290243619784,2698.6875,,2291.18,0,105.658
53,16,1,0.0001,0.001,0.004468385447031761,2.0235206609658345,2556.625,,2291.18,0,105.68
54,16,1,0.0001,0.001,0.004766020817430404,1.97984943611951,2597.6875,,2291.18,0,105.536
55,16,1,0.0001,0.001,0.004363016620257321,1.887726644154305,2525.5,,2291.18,0,105.347
56,16,1,0.0001,0.001,0.004711517889602702,1.9406098741745916,2549.1875,,2291.18,0,105.681
57,16,1,0.0001,0.001,0.004657435282389686,1.8909957970040179,2653.625,,2291.18,0,105.964
58,16,1,0.0001,0.001,0.0048366717708567195,2.091595534917093,2684.9375,,2291.18,0,106.068
59,16,1,0.0001,0.001,0.004511677679010793,2.069879519573013,2687.25,,2291.18,0,106.488
60,16,1,0.0001,0.001,0.004709005926520497,2.039216124394307,2687.9375,2280.68,2280.68,1,2802.7
61,16,1,0.0001,0.001,0.004541354679209759,1.9004886625876802,2656.375,,2280.68,0,105.593
62,16,1,0.0001,0.001,0.0044598675987844345,2.056879473839903,2629.75,,2280.68,0,105.623
63,16,1,0.0001,0.001,0.0049534506665985314,1.9644366157885165,2674.25,,2280.68,0,105.395
64,16,1,0.0001,0.001,0.004390832350756782,2.0468302199851136,2568.6875,,2280.68,0,105.263
65,16,1,0.0001,0.001,0.004605190847221419,2.046036189845245,2605.25,,2280.68,0,105.211
66,16,1,0.0001,0.001,0.00506460712890306,2.0285650902989576,2769.0,,2280.68,0,105.431
67,16,1,0.0001,0.001,0.0045388561635487604,1.9355070724637138,2607.6875,,2280.68,0,105.757
68,16,1,0.0001,0.001,0.004517406118126097,1.8112166852632006,2441.6875,,2280.68,0,105.848
69,16,1,0.0001,0.001,0.004381142702895645,1.835540185345441,2561.0,,2280.68,0,105.781
70,16,1,0.0001,0.001,0.004478583548921156,1.957075550736413,2628.875,2294.84,2280.68,0,2808.798
71,16,1,0.0001,0.001,0.0045124205557149156,1.9410265234820805,2575.875,,2280.68,0,105.493
72,16,1,0.0001,0.001,0.004631420191753714,1.9104715369159944,2702.0,,2280.68,0,105.564
73,16,1,0.0001,0.001,0.004668684280985984,1.8296506297913302,2617.75,,2280.68,0,105.633
74,16,1,0.0001,0.001,0.0044874962443556,1.8235489995977365,2583.8125,,2280.68,0,105.381
75,16,1,0.0001,0.001,0.004697954297397024,1.937566287654088,2635.25,,2280.68,0,105.356
76,16,1,0.0001,0.001,0.004664157696870641,1.8418362463222953,2504.75,,2280.68,0,105.375
77,16,1,0.0001,0.001,0.004507730041435555,1.9451031487345578,2594.625,,2280.68,0,105.341
78,16,1,0.0001,0.001,0.0044730832543705785,1.9393210054710461,2663.1875,,2280.68,0,105.339
79,16,1,0.0001,0.001,0.004559613240331231,1.8547377011060875,2605.3125,,2280.68,0,105.7
80,16,1,0.0001,0.001,0.004573064839944577,2.008679942049657,2606.25,2293.78,2280.68,0,2809.621
81,16,1,0.0001,0.001,0.004507828604771391,1.8595963367930275,2538.25,,2280.68,0,105.004
82,16,1,0.0001,0.001,0.004608375473210488,1.9631859980287614,2623.625,,2280.68,0,105.066
83,16,1,0.0001,0.001,0.004342029409615994,1.9494959397731715,2604.6875,,2280.68,0,105.39
84,16,1,0.0001,0.001,0.004651025903271773,1.9581989448590342,2689.125,,2280.68,0,105.456
85,16,1,0.0001,0.001,0.004599430203427267,2.0165262752646176,2652.5,,2280.68,0,104.931
86,16,1,0.0001,0.001,0.004495254093238907,1.9505199509412123,2667.125,,2280.68,0,104.93
87,16,1,0.0001,0.001,0.004529590195372902,1.9700335142619705,2622.125,,2280.68,0,105.021
88,16,1,0.0001,0.001,0.004565443427351514,2.010848499970824,2696.8125,,2280.68,0,104.804
89,16,1,0.0001,0.001,0.00450135857551643,1.8915854286599605,2553.8125,,2280.68,0,104.73
90,16,1,0.0001,0.001,0.004582784769471221,1.9220111651305896,2645.6875,2292.02,2280.68,0,2801.941
91,16,1,0.0001,0.001,0.004410640270933789,1.7672087199044892,2420.5,,2280.68,0,105.383
92,16,1,0.0001,0.001,0.004686375037390011,2.029284261080505,2587.0625,,2280.68,0,105.341
93,16,1,0.0001,0.001,0.00462439658895663,1.8682650387861301,2713.1875,,2280.68,0,105.438
94,16,1,0.0001,0.001,0.004553027691194033,2.1696612875843577,2580.0625,,2280.68,0,105.74
95,16,1,0.0001,0.001,0.004613426839666753,2.012201198850787,2697.9375,,2280.68,0,105.735
96,16,1,0.0001,0.001,0.004555762958887766,1.8937899220693324,2578.875,,2280.68,0,105.714
